,customerid,productid,rate,year,month
106878,103506,124,4,2021,7
106879,103410,93,3,2021,7
106880,103755,477,2,2021,7
106881,103392,177,1,2021,7
106882,103318,621,5,2021,7
106883,103848,557,5,2021,7
106884,103515,344,5,2021,7
106885,103466,127,5,2021,8
106886,103384,151,2,2021,8
106887,103425,425,5,2021,8
106888,103834,199,4,2021,8
106889,103736,669,3,2021,8
106890,103454,197,1,2021,8
106891,103670,238,2,2021,8
106892,103544,72,5,2021,8
106893,103451,395,2,2021,8
106894,103961,426,2,2021,8
106895,103553,190,1,2021,8
106896,103463,309,2,2021,8
106897,103582,523,1,2021,8
106898,103758,521,3,2021,8
106899,103877,161,3,2021,8
106900,103707,574,4,2021,8
106901,103401,190,4,2021,8
106902,103587,206,5,2021,8
106903,103996,408,4,2021,9
106904,103877,126,3,2021,9
106905,103367,392,3,2021,9
106906,103602,284,4,2021,9
106907,103451,137,2,2021,9
106908,103488,55,1,2021,9
106909,103443,480,2,2021,9
106910,103730,443,2,2021,9
106911,103661,160,1,2021,9
106912,103367,494,5,2021,9
106913,103709,103,3,2021,9
106914,15042,317,5,2021,10
106915,103758,486,5,2021,10
106916,103506,478,5,2021,10
106917,103512,387,1,2021,10
106918,103384,152,2,2021,10
106919,103316,348,4,2021,10
106920,103367,41,5,2021,10
106921,103379,432,5,2021,10
106922,103678,238,5,2021,10
106923,103880,122,2,2021,10
106924,103620,122,2,2021,11
106925,103383,472,3,2021,11
106926,103768,322,3,2021,11
106927,103544,291,5,2021,11
106928,103329,474,5,2021,11
106929,103611,688,1,2021,11
106930,103510,612,4,2021,11
106931,103847,390,2,2021,11
106932,103988,653,5,2021,11
106933,103443,540,2,2021,12
106934,103718,244,2,2021,12
106935,103781,112,3,2021,12
106936,103380,546,3,2021,12
106937,103765,102,5,2021,12
106938,103865,302,2,2021,12
106939,15221,355,1,2021,12
106940,103987,539,5,2021,12
106941,103418,558,1,2021,12
106942,103401,160,4,2021,12
106943,103676,637,5,2021,12
106944,103656,398,4,2021,12
106945,103997,273,1,2021,12
106946,6,307,1,2022,1
106947,103396,508,2,2022,1
106948,103430,311,4,2022,1
106949,103707,481,4,2022,1
106950,103963,130,4,2022,1
106951,103963,438,4,2022,1
106952,103873,347,4,2022,1
106953,103767,205,5,2022,1
106954,103521,540,4,2022,1
106955,103985,549,1,2022,2
106956,103408,473,4,2022,2
106957,103821,277,2,2022,2
106958,103678,427,5,2022,2
106959,103441,522,5,2022,2
106960,103700,310,2,2022,2
106961,103366,212,2,2022,2
106962,103524,380,4,2022,2
106963,103819,342,4,2022,2
106964,103883,477,4,2022,2
106965,103842,194,4,2022,3
106966,14180,382,4,2022,3
106967,103600,38,1,2022,3
106968,103970,627,3,2022,3
106969,103629,300,3,2022,3
106970,103600,565,2,2022,3
106971,103629,635,5,2022,3
106972,103834,255,4,2022,3
106973,103834,274,1,2022,3
106974,103954,298,3,2017,12
106975,103821,256,1,2018,1
106976,103367,507,1,2018,1
106977,103377,182,5,2018,1
106978,103551,403,4,2018,1
106979,103528,350,1,2018,1
106980,103441,296,5,2018,1
106981,103894,484,4,2018,1
106982,103672,264,5,2018,1
106983,103836,666,5,2018,1
106984,22881,487,4,2018,1
106985,103463,62,1,2018,1
106986,103467,328,4,2018,1
106987,103765,164,5,2018,1
106988,103701,329,3,2018,1
106989,103776,313,4,2018,1
106990,103967,241,2,2018,1
106991,103367,264,5,2018,1
106992,103627,599,1,2018,1
106993,103466,566,4,2018,1
106994,103719,529,4,2018,1
106995,103954,550,2,2018,1
106996,103618,578,2,2018,1
106997,103620,435,2,2018,2
106998,103709,332,2,2018,2
106999,103602,470,1,2018,2
107000,103988,144,5,2018,2
107001,103629,38,5,2018,2
107002,103356,147,1,2018,2
107003,103853,643,3,2018,2
107004,103587,119,3,2018,2
107005,103749,426,2,2018,2
107006,103654,659,5,2018,2
107007,15202,577,1,2018,2
107008,14902,30,1,2018,2
107009,103650,201,1,2018,3
107010,103544,396,5,2018,3
107011,103812,292,1,2018,3
107012,103670,232,2,2018,3
107013,103901,534,5,2018,3
107014,103594,469,5,2018,3
107015,103446,290,3,2018,3
107016,103524,521,5,2018,3
107017,103878,139,3,2018,3
107018,103378,352,1,2018,3
107019,103627,688,4,2018,3
107020,103960,313,4,2018,3
107021,103384,53,2,2018,3
107022,15221,578,1,2018,3
107023,103767,639,5,2018,3
107024,103996,134,2,2018,3
107025,103957,686,2,2018,3
107026,103500,119,2,2018,3
107027,103996,404,5,2018,4
107028,103959,427,4,2018,4
107029,103613,262,1,2018,4
107030,103958,9,1,2018,4
107031,103491,296,1,2018,4
107032,103862,549,2,2018,4
107033,103860,2,2,2018,4
107034,103373,346,2,2018,4
107035,103726,329,4,2018,4
107036,103821,243,2,2018,4
107037,103329,68,5,2018,4
107038,103627,272,1,2018,4
107039,103544,611,2,2018,4
107040,103755,624,2,2018,4
107041,103373,152,2,2018,4
107042,103678,125,5,2018,4
107043,103960,134,2,2018,5
107044,103970,477,3,2018,5
107045,103566,591,2,2018,5
107046,103882,291,5,2018,5
107047,103506,445,5,2018,5
107048,103391,51,4,2018,5
107049,103820,242,5,2018,5
107050,103676,626,1,2018,5
107051,103996,677,3,2018,5
107052,103650,669,3,2018,5
107053,103718,350,5,2018,5
107054,103396,18,2,2018,5
107055,103854,57,1,2018,5
107056,103454,340,5,2018,6
107057,103873,222,1,2018,6
107058,103391,505,4,2018,6
107059,103327,250,1,2018,6
107060,103467,305,3,2018,6
107061,103702,640,5,2018,6
107062,103820,78,5,2018,6
107063,103910,494,5,2018,6
107064,103878,1,4,2018,6
107065,103982,654,5,2018,6
107066,103707,491,4,2018,6
107067,103355,378,4,2018,6
107068,103430,553,4,2018,6
107069,103749,346,3,2018,7
107070,103505,74,4,2018,7
107071,103395,654,3,2018,7
107072,103960,352,2,2018,7
107073,103489,547,3,2018,7
107074,103957,477,4,2018,7
107075,103586,166,2,2018,7
107076,103678,218,4,2018,7
107077,103558,94,1,2018,7
107078,103510,597,4,2018,7
107079,103414,123,3,2018,7
107080,103416,229,2,2018,7
107081,103581,684,2,2018,8
107082,103627,331,1,2018,8
107083,103864,570,5,2018,8
107084,103988,47,5,2018,8
107085,103587,628,4,2018,8
107086,103982,299,4,2018,8
107087,103880,249,4,2018,8
107088,103320,391,5,2018,8
107089,103579,245,1,2018,8
107090,103320,483,5,2018,9
107091,103651,380,5,2018,9
107092,103807,495,5,2018,9
107093,103593,345,4,2018,9
107094,103506,511,5,2018,9
107095,103822,46,2,2018,10
107096,103524,96,4,2018,10
107097,103614,157,5,2018,10
107098,103396,514,2,2018,10
107099,3,80,1,2018,10
107100,103831,398,1,2018,10
107101,103967,486,2,2018,10
107102,103860,16,2,2018,10
107103,103532,398,5,2018,10
107104,103818,650,5,2018,10
107105,103765,684,5,2018,10
107106,103557,676,5,2018,11
107107,103372,504,3,2018,11
107108,103408,445,4,2018,11
107109,103463,100,1,2018,11
107110,103907,400,5,2018,11
107111,103676,126,3,2018,11
107112,103532,550,5,2018,12
107113,103676,364,5,2018,12
107114,103593,37,2,2018,12
107115,103886,337,3,2018,12
107116,103408,352,4,2018,12
107117,103596,204,4,2018,12
107118,103683,100,3,2018,12
107119,103496,95,5,2018,12
107120,103964,512,2,2018,12
107121,103373,447,2,2018,12
107122,103880,274,4,2018,12
107123,103590,549,1,2018,12
107124,103510,370,4,2018,12
107125,103639,380,1,2018,12
107126,103784,548,4,2018,12
107127,103958,420,3,2018,12
107128,103467,641,3,2018,12
107129,103576,137,4,2018,12
107130,103912,163,3,2018,12
107131,103699,81,5,2018,12
107132,103907,554,1,2018,12
107133,103524,239,5,2019,1
107134,103958,524,1,2019,1
107135,103700,327,5,2019,1
107136,103564,357,2,2019,1
107137,103633,566,1,2019,1
107138,22881,517,2,2019,1
107139,22881,406,4,2019,1
107140,103749,109,3,2019,1
107141,103825,14,2,2019,1
107142,103654,141,1,2019,1
107143,103510,553,5,2019,2
107144,103432,595,1,2019,2
107145,103899,482,4,2019,2
107146,103867,151,4,2019,2
107147,103523,210,1,2019,2
107148,103367,97,5,2019,2
107149,103709,535,2,2019,2
107150,103336,108,1,2019,2
107151,103785,416,3,2019,2
107152,103960,302,4,2019,2
107153,22881,141,5,2019,2
107154,103491,477,4,2019,2
107155,103812,100,1,2019,2
107156,103545,2,5,2019,2
107157,103958,376,1,2019,2
107158,103856,309,4,2019,3
107159,103620,159,2,2019,3
107160,103652,96,3,2019,3
107161,103614,620,5,2019,3
107162,103418,6,1,2019,3
107163,103970,634,3,2019,3
107164,103532,406,5,2019,3
107165,103878,282,4,2019,3
107166,103765,350,5,2019,3
107167,103884,668,5,2019,3
107168,103846,29,1,2019,3
107169,15202,353,1,2019,4
107170,103858,352,1,2019,4
107171,103958,666,1,2019,4
107172,103650,212,5,2019,4
107173,103761,275,1,2019,4
107174,103672,175,5,2019,4
107175,103423,54,3,2019,4
107176,103651,247,5,2019,4
107177,103820,662,5,2019,4
107178,103463,35,2,2019,4
107179,103441,135,2,2019,4
107180,22881,448,5,2019,4
107181,103954,500,5,2019,4
107182,103496,281,5,2019,4
107183,103853,182,2,2019,5
107184,103661,598,1,2019,5
107185,103699,226,4,2019,5
107186,103384,600,2,2019,5
107187,103867,504,4,2019,5
107188,103566,270,2,2019,5
107189,103487,135,1,2019,5
107190,103886,236,2,2019,5
107191,103852,72,4,2019,5
107192,103996,456,5,2019,6
107193,103834,282,3,2019,6
107194,103865,70,2,2019,6
107195,103796,125,5,2019,6
107196,103964,123,2,2019,6
107197,103977,271,5,2019,6
107198,103781,259,4,2019,6
107199,103352,66,4,2019,6
107200,103848,599,5,2019,6
107201,103309,129,4,2019,6
107202,103541,3,3,2019,6
107203,103954,643,5,2019,6
107204,103333,479,1,2019,6
107205,103618,55,5,2019,6
107206,103356,225,1,2019,6
107207,103954,534,2,2019,6
107208,103309,90,3,2019,7
107209,103873,403,4,2019,7
107210,103620,422,2,2019,7
107211,103395,327,1,2019,7
107212,103700,283,2,2019,7
107213,103366,567,4,2019,7
107214,103606,136,5,2019,7
107215,103627,269,4,2019,7
107216,103576,173,1,2019,7
107217,103743,179,4,2019,7
107218,103367,514,2,2019,7
107219,13874,549,5,2019,7
107220,103602,16,1,2019,7
107221,103972,295,1,2019,8
107222,103709,434,2,2019,8
107223,103401,67,5,2019,8
107224,103496,364,1,2019,8
107225,103745,690,5,2019,8
107226,103845,682,4,2019,8
107227,103869,302,2,2019,8
107228,103416,274,2,2019,8
107229,103384,374,2,2019,8
107230,103463,111,3,2019,8
107231,103853,624,2,2019,9
107232,15042,88,2,2019,9
107233,103596,334,2,2019,9
107234,103576,466,4,2019,9
107235,103972,512,5,2019,9
107236,103641,640,4,2019,9
107237,103780,550,2,2019,9
107238,103330,275,5,2019,9
107239,103617,35,4,2019,9
107240,103883,538,5,2019,9
107241,103983,482,1,2019,9
107242,103525,89,5,2019,9
107243,103532,341,5,2019,9
107244,103641,687,5,2019,9
107245,103672,643,5,2019,10
107246,103316,80,4,2019,10
107247,103695,500,1,2019,10
107248,103545,104,5,2019,10
107249,103672,188,5,2019,10
107250,103992,211,4,2019,10
107251,103320,221,4,2019,10
107252,103699,60,4,2019,10
107253,103316,531,4,2019,10
107254,103641,422,5,2019,10
107255,103766,150,5,2019,10
107256,103650,231,1,2019,10
107257,103627,640,1,2019,10
107258,103587,65,5,2019,10
107259,103712,668,3,2019,11
107260,103377,410,5,2019,11
107261,103595,360,3,2019,11
107262,103779,263,2,2019,11
107263,103430,5,2,2019,11
107264,103703,35,5,2019,11
107265,103848,182,2,2019,11
107266,103883,647,5,2019,11
107267,15042,321,2,2019,11
107268,103505,619,5,2019,11
107269,103490,23,5,2019,12
107270,103827,2,2,2019,12
107271,13879,385,2,2019,12
107272,103444,232,1,2019,12
107273,103629,610,5,2019,12
107274,103541,342,3,2019,12
107275,103505,684,2,2019,12
107276,103699,590,4,2019,12
107277,103728,298,2,2019,12
107278,103853,440,3,2019,12
107279,103382,525,5,2019,12
107280,103373,506,2,2019,12
107281,103996,229,3,2019,12
107282,103629,404,3,2020,1
107283,103687,387,4,2020,1
107284,103728,387,5,2020,1
107285,103954,676,3,2020,1
107286,103308,161,5,2020,1
107287,103713,66,1,2020,1
107288,103869,44,2,2020,1
107289,103963,7,4,2020,1
107290,103618,392,4,2020,2
107291,103755,627,2,2020,2
107292,103880,174,1,2020,2
107293,103367,98,5,2020,2
107294,103350,563,5,2020,2
107295,103845,139,4,2020,2
107296,14902,392,1,2020,2
107297,103327,345,1,2020,2
107298,14180,288,4,2020,2
107299,103954,521,2,2020,2
107300,103424,593,5,2020,2
107301,103707,492,1,2020,3
107302,103524,683,4,2020,3
107303,103744,612,4,2020,3
107304,103621,462,1,2020,3
107305,103377,332,5,2020,3
107306,103807,14,1,2020,3
107307,103657,92,2,2020,3
107308,103674,177,4,2020,4
107309,103491,356,5,2020,4
107310,103618,406,5,2020,4
107311,103384,429,2,2020,4
107312,103629,507,4,2020,4
107313,103655,230,3,2020,4
107314,103712,144,3,2020,4
107315,103718,192,1,2020,4
107316,103320,199,2,2020,4
107317,103862,371,2,2020,4
107318,103611,292,1,2020,4
107319,103623,655,1,2020,4
107320,13879,507,2,2020,4
107321,103581,474,2,2020,4
107322,15202,147,1,2020,4
107323,103524,337,5,2020,4
107324,103907,648,5,2020,4
107325,103614,180,3,2020,4
107326,103996,147,4,2020,4
107327,103466,385,4,2020,4
107328,103441,107,2,2020,5
107329,103883,465,2,2020,5
107330,103333,171,1,2020,5
107331,103329,672,5,2020,5
107332,103568,420,2,2020,5
107333,103841,262,2,2020,5
107334,103907,203,1,2020,5
107335,103712,317,3,2020,5
107336,103958,111,1,2020,5
107337,103650,487,1,2020,5
107338,103653,570,4,2020,5
107339,103652,40,5,2020,5
107340,103408,420,4,2020,5
107341,103586,234,2,2020,5
107342,103593,122,4,2020,5
107343,103770,393,5,2020,5
107344,103781,423,3,2020,6
107345,103654,118,5,2020,6
107346,103730,318,2,2020,6
107347,103356,642,1,2020,6
107348,103315,443,2,2020,6
107349,103907,403,4,2020,6
107350,103432,387,1,2020,6
107351,103333,86,4,2020,6
107352,103491,371,1,2020,6
107353,103541,212,5,2020,7
107354,103558,658,2,2020,7
107355,103878,56,4,2020,7
107356,103819,283,4,2020,7
107357,103873,257,2,2020,7
107358,103883,120,5,2020,7
107359,103367,66,2,2020,7
107360,103996,72,4,2020,7
107361,103699,175,4,2020,7
107362,103393,121,3,2020,7
107363,103627,86,1,2020,7
107364,103356,60,5,2020,7
107365,103674,122,4,2020,7
107366,15042,596,2,2020,7
107367,103401,229,5,2020,7
107368,103996,418,5,2020,7
107369,103566,556,2,2020,7
107370,103660,309,1,2020,7
107371,103509,381,2,2020,7
107372,103613,452,4,2020,7
107373,22881,39,4,2020,8
107374,103650,370,3,2020,8
107375,103653,225,2,2020,8
107376,103812,529,1,2020,8
107377,103765,62,5,2020,8
107378,103597,356,1,2020,8
107379,103638,412,3,2020,8
107380,103867,124,4,2020,8
107381,103425,593,5,2020,8
107382,103460,57,2,2020,8
107383,103899,25,4,2020,8
107384,103967,587,2,2020,8
107385,103566,296,2,2020,8
107386,103996,195,4,2020,9
107387,103377,420,5,2020,9
107388,103463,242,1,2020,9
107389,103506,578,4,2020,9
107390,103401,120,4,2020,9
107391,103333,408,1,2020,9
107392,103877,199,3,2020,9
107393,103670,117,2,2020,9
107394,103960,251,5,2020,9
107395,103351,86,4,2020,9
107396,103967,83,2,2020,9
107397,103836,135,5,2020,9
107398,103606,522,3,2020,9
107399,103858,391,1,2020,10
107400,103617,135,2,2020,10
107401,103595,500,3,2020,10
107402,103327,53,1,2020,10
107403,103846,661,1,2020,10
107404,103779,635,2,2020,10
107405,103506,559,1,2020,10
107406,103418,2,1,2020,10
107407,103987,112,5,2020,10
107408,103661,121,1,2020,10
107409,103565,139,3,2020,10
107410,103758,198,5,2020,10
107411,103890,550,4,2020,10
107412,103987,115,1,2020,10
107413,103383,51,1,2020,10
107414,103653,673,1,2020,10
107415,13874,402,4,2020,10
107416,103758,630,1,2020,10
107417,103960,269,4,2020,11
107418,103736,560,3,2020,11
107419,103628,53,4,2020,11
107420,103416,519,3,2020,11
107421,103712,677,3,2020,11
107422,103589,91,4,2020,11
107423,103834,14,1,2020,11
107424,103802,193,1,2020,11
107425,103654,126,5,2020,11
107426,103678,594,5,2020,11
107427,103618,524,4,2020,11
107428,103618,195,5,2020,11
107429,103873,10,1,2020,12
107430,103393,632,3,2020,12
107431,103581,608,3,2020,12
107432,14486,565,4,2020,12
107433,22881,544,1,2020,12
107434,13879,483,2,2020,12
107435,103972,468,5,2020,12
107436,103907,112,5,2020,12
107437,103806,596,1,2020,12
107438,103393,535,5,2021,1
107439,103614,482,5,2021,1
107440,103606,16,2,2021,1
107441,103581,479,1,2021,1
107442,103648,517,5,2021,1
107443,103785,596,3,2021,2
107444,103848,64,1,2021,2
107445,103659,409,1,2021,2
107446,23251,524,1,2021,2
107447,13879,208,2,2021,2
107448,103595,689,3,2021,2
107449,15221,224,1,2021,2
107450,103525,48,5,2021,2
107451,6,108,1,2021,2
107452,103463,422,1,2021,2
107453,103521,409,4,2021,3
107454,103466,333,1,2021,3
107455,103862,143,2,2021,3
107456,103836,133,3,2021,3
107457,103996,35,5,2021,3
107458,103970,451,3,2021,3
107459,103413,96,2,2021,3
107460,103597,380,1,2021,3
107461,103382,515,4,2021,3
107462,103987,188,1,2021,3
107463,103377,535,5,2021,3
107464,103659,585,5,2021,3
107465,103577,273,3,2021,3
107466,103702,149,3,2021,4
107467,103497,259,2,2021,4
107468,103392,381,3,2021,4
107469,103834,625,1,2021,4
107470,103651,38,5,2021,4
107471,103702,686,3,2021,4
107472,103700,484,5,2021,4
107473,103818,19,5,2021,4
107474,103765,389,5,2021,4
107475,103698,650,1,2021,4
107476,103418,34,1,2021,4
107477,13879,470,2,2021,4
107478,103638,405,3,2021,4
107479,103393,308,1,2021,5
107480,103972,72,5,2021,5
107481,103878,128,4,2021,5
107482,103676,203,4,2021,5
107483,103846,547,1,2021,5
107484,103912,259,3,2021,5
107485,103510,374,4,2021,5
107486,103831,165,1,2021,5
107487,103410,691,3,2021,5
107488,103820,577,3,2021,5
107489,103845,425,4,2021,5
107490,103958,309,1,2021,5
107491,103496,75,5,2021,5
107492,103676,31,3,2021,5
107493,103525,24,5,2021,5
107494,103833,377,4,2021,6
107495,103759,571,1,2021,6
107496,103703,217,5,2021,6
107497,22881,609,4,2021,6
107498,103596,57,4,2021,6
107499,103602,256,5,2021,6
107500,103653,277,5,2021,6
107501,103821,73,1,2021,6
107502,103451,688,2,2021,6
107503,103380,623,3,2021,6
107504,103659,595,1,2021,6
107505,103676,678,5,2021,6
107506,103650,475,3,2021,6
107507,103418,656,1,2021,6
107508,103713,613,1,2021,6
107509,103597,325,1,2021,6
107510,103496,358,3,2021,6
107511,103848,128,1,2021,7
107512,103441,534,2,2021,7
107513,103629,517,5,2021,7
107514,103523,525,5,2021,7
107515,103545,684,5,2021,7
107516,103377,96,5,2021,7
107517,103954,534,3,2021,7
107518,103641,220,5,2021,7
107519,103894,33,4,2021,7
107520,103809,245,1,2021,7
107521,103961,63,2,2021,7
107522,103336,201,2,2021,7
107523,103384,253,2,2021,7
107524,103551,504,4,2021,7
107525,103336,412,2,2021,7
107526,103758,383,5,2021,7
107527,103566,372,2,2021,8
107528,103985,503,1,2021,8
107529,103907,552,5,2021,8
107530,103702,99,3,2021,8
107531,103907,83,1,2021,8
107532,103713,686,1,2021,8
107533,103576,500,4,2021,8
107534,103985,581,1,2021,8
107535,103806,276,5,2021,8
107536,103509,231,5,2021,8
107537,103873,554,3,2021,8
107538,103709,567,2,2021,8
107539,103617,108,4,2021,8
107540,103676,188,3,2021,8
107541,103491,387,5,2021,9
107542,103497,400,4,2021,9
107543,103749,541,2,2021,9
107544,103883,236,4,2021,9
107545,103858,533,1,2021,9
107546,103403,192,3,2021,9
107547,103441,98,5,2021,9
107548,103527,392,2,2021,9
107549,103558,22,2,2021,9
107550,103962,371,2,2021,9
107551,103678,262,1,2021,9
107552,103395,200,3,2021,9
107553,103524,356,5,2021,9
107554,103410,281,3,2021,9
107555,103911,220,5,2021,10
107556,103314,422,2,2021,10
107557,103959,651,4,2021,10
107558,103596,478,4,2021,10
107559,103842,329,4,2021,10
107560,103954,49,3,2021,10
107561,23448,512,4,2021,10
107562,103614,100,5,2021,10
107563,103659,248,5,2021,10
107564,13874,275,5,2021,10
107565,103412,480,3,2021,10
107566,103441,608,5,2021,10
107567,103497,615,4,2021,10
107568,103962,637,4,2021,10
107569,103726,291,4,2021,10
107570,103333,54,1,2021,10
107571,103709,209,3,2021,10
107572,103367,58,2,2021,11
107573,103699,359,4,2021,11
107574,103641,424,5,2021,11
107575,103454,596,1,2021,11
107576,103489,169,3,2021,11
107577,103403,637,5,2021,11
107578,103883,289,5,2021,11
107579,103444,74,1,2021,11
107580,103597,29,1,2021,11
107581,103503,13,1,2021,11
107582,103614,436,5,2021,11
107583,103841,678,2,2021,11
107584,103848,626,5,2021,11
107585,103961,107,4,2021,11
107586,103728,474,2,2021,12
107587,103350,155,5,2021,12
107588,103766,155,5,2021,12
107589,103408,205,4,2021,12
107590,103842,157,4,2021,12
107591,103466,33,5,2021,12
107592,103865,483,5,2021,12
107593,103405,519,4,2021,12
107594,103518,311,4,2021,12
107595,22881,608,4,2021,12
107596,103833,15,4,2021,12
107597,103960,618,2,2022,1
107598,103483,395,5,2022,1
107599,103590,614,1,2022,1
107600,103962,621,2,2022,1
107601,103528,14,2,2022,1
107602,103594,15,5,2022,1
107603,103869,160,4,2022,1
107604,103320,205,4,2022,1
107605,103316,652,4,2022,1
107606,103954,492,3,2022,2
107607,103627,631,4,2022,2
107608,103957,589,2,2022,2
107609,103958,308,4,2022,3
107610,103382,421,5,2022,3
107611,103367,556,5,2022,3
107612,103744,352,5,2022,3
107613,103510,556,5,2022,3
107614,103629,389,5,2022,3
107615,103496,356,4,2022,3
107616,103996,253,4,2022,3
107617,103987,436,5,2022,3
107618,103765,313,5,2022,3
107619,103333,96,1,2018,1
107620,103497,385,4,2018,1
107621,103602,586,1,2018,1
107622,103314,201,5,2018,1
107623,103915,296,1,2018,1
107624,103996,549,4,2018,1
107625,103451,611,2,2018,1
107626,103991,179,5,2018,1
107627,103834,141,1,2018,1
107628,103446,594,3,2018,1
107629,103416,460,3,2018,1
107630,103501,427,4,2018,1
107631,103834,109,1,2018,1
107632,103524,81,4,2018,2
107633,103656,676,4,2018,2
107634,103597,620,1,2018,2
107635,103867,57,4,2018,2
107636,103821,149,1,2018,2
107637,103901,534,4,2018,2
107638,103618,394,4,2018,2
107639,103566,66,2,2018,2
107640,103996,337,5,2018,3
107641,103545,610,5,2018,3
107642,103404,92,2,2018,3
107643,103355,450,4,2018,3
107644,103659,275,5,2018,3
107645,103653,637,1,2018,3
107646,103747,109,4,2018,3
107647,103544,182,5,2018,3
107648,103355,626,4,2018,3
107649,103568,265,2,2018,3
107650,103749,275,3,2018,3
107651,103775,250,4,2018,4
107652,103962,302,2,2018,4
107653,103910,495,5,2018,4
107654,103821,504,1,2018,4
107655,103834,34,1,2018,4
107656,103496,264,5,2018,4
107657,103987,282,5,2018,4
107658,103780,252,1,2018,4
107659,103557,179,5,2018,4
107660,103687,282,4,2018,4
107661,103373,303,2,2018,5
107662,103593,149,4,2018,5
107663,103982,420,4,2018,5
107664,103579,396,1,2018,5
107665,103836,158,3,2018,5
107666,103418,160,1,2018,5
107667,103404,581,2,2018,5
107668,103880,159,4,2018,5
107669,103523,323,1,2018,5
107670,103836,356,4,2018,5
107671,103425,687,5,2018,5
107672,103600,558,1,2018,5
107673,103393,531,5,2018,5
107674,103766,96,5,2018,5
107675,103384,374,2,2018,5
107676,103878,37,3,2018,5
107677,103718,626,2,2018,5
107678,103391,295,4,2018,6
107679,103453,379,3,2018,6
107680,103580,579,1,2018,6
107681,103907,385,1,2018,6
107682,103985,332,1,2018,6
107683,103806,296,5,2018,6
107684,103597,588,1,2018,6
107685,103745,467,5,2018,6
107686,103758,607,1,2018,6
107687,103775,214,4,2018,6
107688,103541,650,3,2018,6
107689,103405,354,4,2018,7
107690,103350,97,1,2018,7
107691,103600,423,2,2018,7
107692,103496,349,5,2018,7
107693,103709,148,3,2018,7
107694,103744,631,5,2018,7
107695,103780,305,2,2018,7
107696,103633,108,1,2018,7
107697,103660,103,1,2018,7
107698,103876,227,4,2018,7
107699,103712,435,3,2018,7
107700,103755,410,2,2018,7
107701,103962,52,4,2018,7
107702,103657,366,2,2018,7
107703,103873,453,1,2018,7
107704,103401,584,4,2018,7
107705,103394,659,5,2018,7
107706,103406,517,5,2018,7
107707,3,226,1,2018,8
107708,103820,43,1,2018,8
107709,103589,93,4,2018,8
107710,103957,98,4,2018,8
107711,103466,585,5,2018,8
107712,103412,486,1,2018,8
107713,103820,446,5,2018,8
107714,103960,565,4,2018,8
107715,103401,225,4,2018,8
107716,103394,52,5,2018,8
107717,13879,205,2,2018,8
107718,103372,103,2,2018,8
107719,103602,46,5,2018,8
107720,103987,398,5,2018,8
107721,103467,570,3,2018,8
107722,103364,23,5,2018,8
107723,103737,119,5,2018,8
107724,103962,378,4,2018,8
107725,103541,324,3,2018,8
107726,103651,125,5,2018,8
107727,103678,101,3,2018,8
107728,103496,114,5,2018,9
107729,103606,688,5,2018,9
107730,103641,238,5,2018,9
107731,103413,362,2,2018,9
107732,103393,477,1,2018,9
107733,103466,446,1,2018,9
107734,103501,515,4,2018,9
107735,103700,461,5,2018,9
107736,103544,204,5,2018,9
107737,13879,294,5,2018,9
107738,103356,364,1,2018,9
107739,103425,564,2,2018,10
107740,103651,647,5,2018,10
107741,103586,518,4,2018,10
107742,103807,282,1,2018,10
107743,103806,619,1,2018,10
107744,103812,602,2,2018,10
107745,103362,616,4,2018,10
107746,103678,555,5,2018,10
107747,103886,583,1,2018,10
107748,103865,75,5,2018,10
107749,103581,39,3,2018,10
107750,103603,459,4,2018,10
107751,103831,186,1,2018,10
107752,103355,677,4,2018,11
107753,22881,65,1,2018,11
107754,14180,539,4,2018,11
107755,103466,522,4,2018,11
107756,103321,589,1,2018,11
107757,103700,676,5,2018,11
107758,103627,195,1,2018,11
107759,103896,676,2,2018,11
107760,103958,572,3,2018,11
107761,103602,384,1,2018,11
107762,103894,269,4,2018,11
107763,103408,33,4,2018,11
107764,103774,99,4,2018,11
107765,103496,6,5,2018,11
107766,103424,387,4,2018,11
107767,103406,411,4,2018,11
107768,103627,32,5,2018,12
107769,103454,606,1,2018,12
107770,103378,66,5,2018,12
107771,103512,127,3,2018,12
107772,103911,233,2,2018,12
107773,103579,67,1,2018,12
107774,103676,311,3,2018,12
107775,103521,51,4,2018,12
107776,103911,83,2,2018,12
107777,103676,14,3,2018,12
107778,103985,389,1,2018,12
107779,103806,307,4,2018,12
107780,103629,227,3,2018,12
107781,103655,389,3,2018,12
107782,103617,674,4,2018,12
107783,103958,278,3,2019,1
107784,14906,167,4,2019,1
107785,103362,264,4,2019,1
107786,103648,654,5,2019,1
107787,103392,375,1,2019,1
107788,103653,235,2,2019,1
107789,103758,495,5,2019,1
107790,103811,321,3,2019,1
107791,103394,538,5,2019,1
107792,103505,541,4,2019,1
107793,103763,310,1,2019,1
107794,103860,626,2,2019,2
107795,103759,1,1,2019,2
107796,103506,126,1,2019,2
107797,103770,377,5,2019,2
107798,103366,64,4,2019,2
107799,103831,97,1,2019,2
107800,103373,441,2,2019,2
107801,103336,481,1,2019,2
107802,103744,315,5,2019,2
107803,103600,164,2,2019,2
107804,103344,25,2,2019,2
107805,103862,581,2,2019,2
107806,14906,14,4,2019,2
107807,103528,618,1,2019,3
107808,103774,641,4,2019,3
107809,103605,402,5,2019,3
